News_Headline,Link_Of_News,Source,Stated_On,Date,Label
"In states that have private-sale background checks for handguns ""49 percent fewer women are shot and killed.""",https://www.politifact.com/factchecks/2015/feb/16/lori-haas/haas-says-fewer-women-killed-guns-states-expanded-/,Lori Haas," January 19, 2"," February 16, 2015",half-true
"""Nearly one in five women in America has been a victim of rape or attempted rape.""",https://www.politifact.com/factchecks/2015/feb/16/barack-obama/barack-obama-says-nearly-1-5-women-us-has-been-rap/,Barack Obama," February 8, 2"," February 16, 2015",mostly-true
The minimum wage has risen $2.35 in the last two years. That's 31 percent.,https://www.politifact.com/factchecks/2015/feb/16/leonidas-raptakis/ri-sen-leonidas-raptakis-says-state-minimum-wage-r/,Leonidas Raptakis," February 5, 2"," February 16, 2015",FALSE
"""By spring 2014, parents of 60,000 students in New York state had refused to let them take the Common Core Tests.""",https://www.politifact.com/factchecks/2015/feb/15/sheila-resseger/educator-says-60000-new-york-parents-refused-let-t/,Sheila Resseger," January 10, 2"," February 15, 2015",mostly-true
On counting state budget shortfalls,https://www.politifact.com/factchecks/2015/feb/13/scott-walker/did-scott-walker-flip-flip-budget-shortfall/,Scott Walker," February 6, 2"," February 13, 2015",full-flop
Our median household income in 2013 was the highest in the nation.,https://www.politifact.com/factchecks/2015/feb/13/maggie-hassan/maggie-hassan-says-nh-had-highest-median-income-us/,Maggie Hassan," February 12, "," February 13, 2015",mostly-true
"Alabamians ""haven’t changed their opinion"" on same-sex marriage since voting to ban it in 2006.",https://www.politifact.com/factchecks/2015/feb/13/roy-moore/alabama-chief-justice-roy-moore-81-percent-alabami/,Roy Moore," February 12, "," February 13, 2015",half-true
"On climate change, ""the temperature readings have been fabricated, and it's all blowing up in their (scientists') faces.""",https://www.politifact.com/factchecks/2015/feb/13/dana-perino/fox-news-host-climate-scientists-fabricated-temper/,Dana Perino," February 9, 2"," February 13, 2015",pants-fire
"""A married couple that"" use the same last name ""is rarer and rarer in our country.""",https://www.politifact.com/factchecks/2015/feb/13/rush-limbaugh/rush-limbaugh-says-its-rarer-and-rarer-married-cou/,Rush Limbaugh," February 2, 2"," February 13, 2015",barely-true
"In the past year, DeKalb has ""attracted and retained more than 2,300 jobs.""",https://www.politifact.com/factchecks/2015/feb/13/lee-may/dekalb-jobs-claim-needs-some-refining/,Lee May," January 22, 2"," February 13, 2015",mostly-true
"""Obama has chosen to deny the vicious anti-Semitic motivation of the attack on a kosher Jewish grocery in Paris.""",https://www.politifact.com/factchecks/2015/feb/12/rick-perry/obama-calls-kosher-deli-attack-random-rick-perry-s/,Rick Perry," February 11, "," February 12, 2015",FALSE
"""When I came into office, our vaccination rate in Texas was 65 percent. When I left two weeks ago, it was 95 percent.""",https://www.politifact.com/factchecks/2015/feb/12/rick-perry/rick-perry-texas-vaccination-rates-rose-65-per/,Rick Perry," February 5, 2"," February 12, 2015",FALSE
"A Texas law says ""that you can’t shoot bears out of the second floor of a window.""",https://www.politifact.com/factchecks/2015/feb/12/alcee-hastings/floridas-alcee-hastings-says-texas-law-forbids-sho/,Alcee Hastings," February 5, 2"," February 12, 2015",pants-fire
"""Over 200 years ago, the United States had declared war on Islam, and Thomas Jefferson led the charge!""",https://www.politifact.com/factchecks/2015/feb/11/chain-email/barbary-wars-did-us-declare-war-islam/,Chain email," February 9, 2"," February 11, 2015",FALSE
"Hispanic students in Florida perform ""the best"" of any Hispanic population in the United States.",https://www.politifact.com/factchecks/2015/feb/11/jeb-bush/jeb-bush-says-florida-hispanic-students-perform-be/,Jeb Bush," February 4, 2"," February 11, 2015",half-true
"Mercury is used in vaccines, and there is no safe level of mercury.",https://www.politifact.com/factchecks/2015/feb/11/mike-adams/anti-vaccine-claim-rooted-fraud-confusion/,Mike Adams," February 10, "," February 11, 2015",pants-fire
"""92 million Americans aren't working.""",https://www.politifact.com/factchecks/2015/feb/10/ted-cruz/ted-cruz-says-92-million-americans-arent-working/,Ted Cruz," February 8, 2"," February 10, 2015",barely-true
"Borrowing in my 2015-’17 state budget is less than half that in my  predecessor’s last budget and ""the lowest it has been in a decade.""",https://www.politifact.com/factchecks/2015/feb/10/scott-walker/scott-walker-says-his-proposed-borrowing-lowest-de/,Scott Walker," February 3, 2"," February 10, 2015",mostly-true
"One Texas city ""has a law that says that women can only have six dildos.""",https://www.politifact.com/factchecks/2015/feb/09/alcee-hastings/florida-democrat-texas-law-says-women-dildos/,Alcee Hastings," February 5, 2"," February 9, 2015",barely-true
"""Sheriffs Call For Obama’s Lynching While Leader Meets With GOP Senators""",https://www.politifact.com/factchecks/2015/feb/09/urban-intellectuals/blog-sheriffs-group-cried-obama-be-hanged/,Urban Intellectuals," January 15, 2"," February 9, 2015",pants-fire
"""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.""",https://www.politifact.com/factchecks/2015/feb/09/susan-shapiro/foe-legalizing-marijuana-says-half-daily-users-bec/,Susan Shapiro," January 15, 2"," February 9, 2015",TRUE
"""If you look at the income of average Americans...they’re absolutely flat in constant dollars since 1979.""",https://www.politifact.com/factchecks/2015/feb/09/don-beyer/beyer-says-middle-class-incomes-have-been-flat-197/,Don Beyer," February 4, 2"," February 9, 2015",mostly-true
DeKalb County has graduated five police academies and three fire academies to help reach its ambitious hiring goals in both departments.,https://www.politifact.com/factchecks/2015/feb/09/lee-may/interim-ceo-mostly-right-dekalb-police-firefighter/,Lee May," January 22, 2"," February 9, 2015",mostly-true
"""The Obama administration is refusing to directly arm the Kurds.""",https://www.politifact.com/factchecks/2015/feb/08/ted-cruz/ted-cruz-says-obama-refuses-directly-arm-kurds-isi/,Ted Cruz," February 8, 2"," February 8, 2015",mostly-true
"""There are countries in Africa where they have higher vaccination rates than here in the United States.""",https://www.politifact.com/factchecks/2015/feb/08/katty-kay/katty-kay-countries-africa-have-higher-vaccination/,Katty Kay," February 8, 2"," February 8, 2015",TRUE
"""There haven't been tax cuts for the rich"" in Rhode Island.",https://www.politifact.com/factchecks/2015/feb/08/nicholas-mattiello/house-speaker-nicholas-mattiello-says-rhode-island/,Nicholas Mattiello," January 18, 2"," February 8, 2015",FALSE
"Louisiana’s film incentives program is so big ""they actually shot an upcoming film initially titled ‘Don’t Mess With Texas’ in New Orleans!""",https://www.politifact.com/factchecks/2015/feb/07/paul-stekler/paul-stekler-says-louisiana-incentives-best-nation/,Paul Stekler," January 24, 2"," February 7, 2015",half-true
"The group that organized Texas Muslim Capitol Day in Austin ""was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates.""",https://www.politifact.com/factchecks/2015/feb/06/molly-white/molly-white-says-muslim-group-recently-designated-/,Molly White," February 3, 2"," February 6, 2015",half-true
"Says a ""lawmaker seeks to defund Planned Parenthood for ‘cutting children into small pieces.’""",https://www.politifact.com/factchecks/2015/feb/06/miscellany-blue/liberal-blog-says-nh-lawmaker-targets-planned-pare/,Miscellany Blue," January 15, 2"," February 6, 2015",mostly-true
"Fundamental changes made to the language describing the Wisconsin Idea in the University of Wisconsin System's mission statement were the result of a ""drafting error.""",https://www.politifact.com/factchecks/2015/feb/06/scott-walker/despite-deliberate-actions-scott-walker-calls-chan/,Scott Walker," February 4, 2"," February 6, 2015",pants-fire
"""Scott Walker to cut $300 million from universities, spend $500 million on a pro basketball stadium.""",https://www.politifact.com/factchecks/2015/feb/06/tweets/scott-walker-wants-cut-college-budgets-13-and-spen/,Tweets," February 2, 2"," February 6, 2015",half-true
The governor’s budget proposal reduces the state austerity cut to education to under $500 million for 2016.,https://www.politifact.com/factchecks/2015/feb/06/alan-essig/essig-accurate-education-austerity-cuts-under-500-/,Alan Essig," January 22, 2"," February 6, 2015",TRUE
"""Millions of people have given up looking for work altogether.""",https://www.politifact.com/factchecks/2015/feb/05/jeb-bush/jeb-bush-says-millions-have-given-looking-work/,Jeb Bush," February 4, 2"," February 5, 2015",mostly-true
"The children coming across the southern U.S. border ""were never examined after they got here and quarantined if they had a disease. They were just sent out across the country. Many of them had measles ... We now have an outbreak of it all because of our immigration policy.""",https://www.politifact.com/factchecks/2015/feb/05/rush-limbaugh/limbaugh-blames-measles-outbreak-immigrant-childre/,Rush Limbaugh," February 3, 2"," February 5, 2015",pants-fire
"""If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.""",https://www.politifact.com/factchecks/2015/feb/04/elizabeth-cohen/can-you-really-catch-measles-2-hours-after-infecte/,Elizabeth Cohen," February 2, 2"," February 4, 2015",TRUE
"""Measles is one of the most common causes of child blindness worldwide.""",https://www.politifact.com/factchecks/2015/feb/04/celine-gounder/measles-leading-cause-blindness-around-world/,Celine Gounder," February 3, 2"," February 4, 2015",TRUE
On the status of illegal immigrants,https://www.politifact.com/factchecks/2015/feb/04/scott-walker/did-scott-walker-flip-flop-pathway-citizenship/,Scott Walker," February 1, 2"," February 4, 2015",half-flip
"Ronald Reagan ""banned ownership of fully automatic rifles. He supported the assault weaspons ban.""",https://www.politifact.com/factchecks/2015/feb/04/alfonso-lopez/lopez-says-reagan-supported-assault-weapon-bans/,Alfonso Lopez," January 19, 2"," February 4, 2015",half-true
"Science is ""very certain"" that the measles vaccine doesn't cause autism.",https://www.politifact.com/factchecks/2015/feb/03/megyn-kelly/foxs-kelly-science-measles-vaccine-safety-certain-/,Megyn Kelly," February 2, 2"," February 3, 2015",TRUE
"Under Common Core standards, it takes ""more than a minute"" to teach a student ""how to add nine plus six.""",https://www.politifact.com/factchecks/2015/feb/03/greg-abbott/under-common-core-teaching-simple-addition-takes-f/,Greg Abbott," February 1, 2"," February 3, 2015",half-true
"""Every year in the United States between 3,000 and 4,500 severe vaccine reactions are reported to the Centers for Disease Control. Not mild reactions. Severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death.""",https://www.politifact.com/factchecks/2015/feb/03/bob-sears/what-cdc-statistics-say-about-vaccine-illnesses-in/,Bob Sears," February 2, 2"," February 3, 2015",barely-true
"The streetcar project proposed for downtown Milwaukee ""would actually take precious revenue away"" from the Milwaukee Public Schools.",https://www.politifact.com/factchecks/2015/feb/03/joe-davis-sr/ald-joe-davis-claims-streetcar-project-would-hurt-/,"Joe Davis, Sr."," January 17, 2"," February 3, 2015",barely-true
